state_index,episode_id,t_in_episode,task_name,instruction,num_points,action_dim,k,total_variance,weighted_incluster_variance,variance_drop,r2,calinski_harabasz,silhouette,best_k,gaussian_baseline_drop,pass_gaussian,beat_margin
6470,ep000024,871,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.880848554370647,0.5132966372442049,1.367551917126442,0.7270930527333395,662.5108213277725,0.3591953828843155,False,0.1706089429328274,True,1.2822474456600284
6470,ep000024,871,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.880848554370647,0.5132966372442049,1.367551917126442,0.7270930527333395,662.5108213277725,0.3591953828843155,True,0.1706089429328274,True,1.2822474456600284
1990,ep000009,48,b'',b'',750,8,5,1.92666921894338,0.5519225794531064,1.3747466394902734,0.71353537284631,463.9175332503645,0.3453162315076917,False,0.19795347132195812,True,1.2757699038292944
1990,ep000009,48,b'',b'',750,8,4,1.92666921894338,0.5916862335989082,1.3349829853444717,0.6928968253702628,561.0503509658432,0.3706902588992025,False,0.1706089429328274,True,1.249678513878058
1990,ep000009,48,b'',b'',750,8,4,1.92666921894338,0.5916862335989082,1.3349829853444717,0.6928968253702628,561.0503509658432,0.3706902588992025,True,0.1706089429328274,True,1.249678513878058
4147,ep000016,88,b'',b'',750,8,6,1.795032161178021,0.4482819141639519,1.3467502470140689,0.7502652465737665,447.0321697662815,0.3278797129534929,False,0.21563310990881038,True,1.2389336920596636
4147,ep000016,88,b'',b'',750,8,4,1.795032161178021,0.4757225417567585,1.3193096194212623,0.734978262760174,689.6211479726313,0.3613007852859388,False,0.1706089429328274,True,1.2340051479548486
4147,ep000016,88,b'',b'',750,8,4,1.795032161178021,0.4757225417567585,1.3193096194212623,0.734978262760174,689.6211479726313,0.3613007852859388,True,0.1706089429328274,True,1.2340051479548486
4147,ep000016,88,b'',b'',750,8,5,1.795032161178021,0.4637871594119786,1.3312450017660422,0.7416273817023923,534.6081204431929,0.3465165642268993,False,0.19795347132195812,True,1.2322682661050632
6468,ep000024,869,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.6637566749850472,0.3410964590650605,1.3226602159199867,0.7949841679414292,722.2164249090308,0.265577291038012,True,0.19795347132195812,True,1.2236834802590077
6468,ep000024,869,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.6637566749850472,0.3410964590650605,1.3226602159199867,0.7949841679414292,722.2164249090308,0.265577291038012,False,0.19795347132195812,True,1.2236834802590077
6280,ep000024,681,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.6380529014994194,0.3288414478310117,1.3092114536684076,0.799248578888996,741.5142916261824,0.2200952737381156,False,0.19795347132195812,True,1.2102347180074287
6280,ep000024,681,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.6380529014994194,0.3234434993110461,1.3146094021883732,0.8025439233281314,604.7853163297426,0.1888252214725175,False,0.21563310990881038,True,1.206792847233968
6469,ep000024,870,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.8095975919023977,0.5176969692210658,1.291900622681332,0.7139159714084168,620.5418238977121,0.2865005237676796,False,0.1706089429328274,True,1.2065961512149184
4937,ep000020,80,b'Slide the black lid off',b'Slide the black lid off',750,8,5,1.4236276433306403,0.1236351024183366,1.2999925409123037,0.9131548877984086,1958.3727113814125,0.6177143792392121,False,0.19795347132195812,True,1.2010158052513247
4937,ep000020,80,b'Slide the black lid off',b'Slide the black lid off',750,8,6,1.4236276433306403,0.1199357823069883,1.303691861023652,0.9157534044320792,1617.4434784089965,0.5884180143075362,False,0.21563310990881038,True,1.1958753060692469
6468,ep000024,869,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.6637566749850472,0.3639578614754439,1.2997988135096032,0.7812433350695859,531.4078466835872,0.2464615645975072,False,0.21563310990881038,True,1.191982258555198
4937,ep000020,80,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.4236276433306403,0.1511554460036684,1.272472197326972,0.8938237489895648,2093.351103787737,0.5928814411167876,True,0.1706089429328274,True,1.1871677258605582
4937,ep000020,80,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.4236276433306403,0.1511554460036684,1.272472197326972,0.8938237489895648,2093.351103787737,0.5928814411167876,False,0.1706089429328274,True,1.1871677258605582
6279,ep000024,680,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.5951684414328833,0.3093474305619231,1.28582101087096,0.806072247590325,618.4960582024282,0.190641374860711,False,0.21563310990881038,True,1.1780044559165548
6280,ep000024,681,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.6380529014994194,0.3836063493108249,1.2544465521885946,0.7658156528646393,813.1748684677674,0.2950747735613759,False,0.1706089429328274,True,1.1691420807221808
6280,ep000024,681,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.6380529014994194,0.3836063493108249,1.2544465521885946,0.7658156528646393,813.1748684677674,0.2950747735613759,True,0.1706089429328274,True,1.1691420807221808
6467,ep000024,868,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.5791559573162366,0.3060981560245034,1.273057801291733,0.8061634415484111,618.8570466822603,0.2897160882310672,False,0.21563310990881038,True,1.1652412463373278
6279,ep000024,680,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5951684414328833,0.3504696514109526,1.2446987900219306,0.7802930133847569,883.1437982510403,0.2884763984105233,False,0.1706089429328274,True,1.159394318555517
6279,ep000024,680,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5951684414328833,0.3504696514109526,1.2446987900219306,0.7802930133847569,883.1437982510403,0.2884763984105233,True,0.1706089429328274,True,1.159394318555517
6467,ep000024,868,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.5791559573162366,0.3216364535172922,1.2575195037989444,0.7963238196790197,728.1917364194583,0.3022050708598573,False,0.19795347132195812,True,1.1585427681379654
4143,ep000016,84,b'',b'',750,8,6,1.6221287260108948,0.3578256129637193,1.2643031130471756,0.7794098537150769,525.7541562305504,0.3142271225198677,False,0.21563310990881038,True,1.1564865580927703
6279,ep000024,680,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.5951684414328833,0.3419801197937064,1.2531883216391768,0.7856150417027321,682.5143082764431,0.2174182502456842,False,0.19795347132195812,True,1.1542115859781978
6278,ep000024,679,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.6200164776601345,0.3733975409686662,1.2466189366914682,0.7695100351645918,496.7812516881479,0.2338995399786201,False,0.21563310990881038,True,1.138802381737063
6466,ep000024,867,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.613667579620822,0.3821659386615666,1.2315016409592554,0.7631693519235433,600.1769321252391,0.2662709081746608,False,0.19795347132195812,True,1.1325249052982764
6467,ep000024,868,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5791559573162366,0.3679382559575495,1.2112177013586871,0.7670032182363686,818.5869871581831,0.3447568417842286,False,0.1706089429328274,True,1.1259132298922734
6467,ep000024,868,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5791559573162366,0.3679382559575495,1.2112177013586871,0.7670032182363686,818.5869871581831,0.3447568417842286,True,0.1706089429328274,True,1.1259132298922734
6278,ep000024,679,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.6200164776601345,0.4210811850526466,1.198935292607488,0.7400759863499451,708.0231873206437,0.2724823269432174,False,0.1706089429328274,True,1.1136308211410744
6278,ep000024,679,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.6200164776601345,0.4210811850526466,1.198935292607488,0.7400759863499451,708.0231873206437,0.2724823269432174,True,0.1706089429328274,True,1.1136308211410744
6468,ep000024,869,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.6637566749850472,0.4655066630160788,1.1982500119689683,0.7202074858571116,640.0871566027937,0.305142459484807,False,0.1706089429328274,True,1.1129455405025546
6466,ep000024,867,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.613667579620822,0.3986080945245858,1.2150594850962362,0.7529800439950276,453.5804813446112,0.2562161234893599,False,0.21563310990881038,True,1.107242930141831
6277,ep000024,678,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.5546946695544623,0.346967558939948,1.2077271106145142,0.7768259158955111,517.9440827508121,0.2227128665384104,False,0.21563310990881038,True,1.099910555660109
4143,ep000016,84,b'',b'',750,8,4,1.6221287260108948,0.4389846124253246,1.18314411358557,0.7293774498988952,670.2023136668813,0.3259687302920592,False,0.1706089429328274,True,1.0978396421191563
4143,ep000016,84,b'',b'',750,8,4,1.6221287260108948,0.4389846124253246,1.18314411358557,0.7293774498988952,670.2023136668813,0.3259687302920592,True,0.1706089429328274,True,1.0978396421191563
6277,ep000024,678,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.5546946695544623,0.358557968989913,1.1961367005645491,0.7693708121526737,621.3234114074719,0.2193362544706368,False,0.19795347132195812,True,1.0971599649035702
6278,ep000024,679,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.6200164776601345,0.4356261082657135,1.1843903693944209,0.7310977300089511,506.3808208785289,0.2377486038320832,False,0.19795347132195812,True,1.085413633733442
4143,ep000016,84,b'',b'',750,8,5,1.6221287260108948,0.4391601412898632,1.1829685847210316,0.729269240937594,501.70286004819127,0.3013009675603109,False,0.19795347132195812,True,1.0839918490600526
4940,ep000020,83,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.3113897968554014,0.1452306860062337,1.1661591108491676,0.8892543724570038,1996.719198072089,0.498448798962335,False,0.1706089429328274,True,1.0808546393827538
4940,ep000020,83,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.3113897968554014,0.1452306860062337,1.1661591108491676,0.8892543724570038,1996.719198072089,0.498448798962335,True,0.1706089429328274,True,1.0808546393827538
4942,ep000020,85,b'Slide the black lid off',b'Slide the black lid off',750,8,6,1.320464425992843,0.1339084367200577,1.1865559892727853,0.8985898945218661,1318.5093899116823,0.4102397037891994,False,0.21563310990881038,True,1.07873943431838
4943,ep000020,86,b'Slide the black lid off',b'Slide the black lid off',750,8,5,1.2856910598271436,0.1144362658427,1.1712547939844435,0.9109924075710026,1906.2681202780468,0.5999835814242068,False,0.19795347132195812,True,1.0722780583234646
4942,ep000020,85,b'Slide the black lid off',b'Slide the black lid off',750,8,5,1.320464425992843,0.1514064511578331,1.16905797483501,0.8853384853257277,1438.0962379604382,0.4495390429927793,False,0.19795347132195812,True,1.070081239174031
4148,ep000016,89,b'',b'',750,8,6,1.5580591105537098,0.3823699991586884,1.1756891113950214,0.7545856915384936,457.5216156092199,0.3673843081061635,False,0.21563310990881038,True,1.0678725564406162
4943,ep000020,86,b'Slide the black lid off',b'Slide the black lid off',750,8,6,1.2856910598271436,0.1108960068473929,1.1747950529797506,0.9137459920874752,1576.3372266771248,0.3447228447977546,False,0.21563310990881038,True,1.0669784980253454
6466,ep000024,867,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.613667579620822,0.462014579751179,1.151652999869643,0.7136866442717138,619.8456178341423,0.2905931880706893,True,0.1706089429328274,True,1.0663485284032292
6466,ep000024,867,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.613667579620822,0.462014579751179,1.151652999869643,0.7136866442717138,619.8456178341423,0.2905931880706893,False,0.1706089429328274,True,1.0663485284032292
4943,ep000020,86,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.2856910598271436,0.1365068806644946,1.149184179162649,0.8938260637179452,2093.4021627876264,0.5855930968531319,True,0.1706089429328274,True,1.0638797076962352
4943,ep000020,86,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.2856910598271436,0.1365068806644946,1.149184179162649,0.8938260637179452,2093.4021627876264,0.5855930968531319,False,0.1706089429328274,True,1.0638797076962352
4942,ep000020,85,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.320464425992843,0.171870888990528,1.148593537002315,0.8698405760826914,1661.8109551814969,0.4920509871364177,False,0.1706089429328274,True,1.0632890655359013
4942,ep000020,85,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.320464425992843,0.171870888990528,1.148593537002315,0.8698405760826914,1661.8109551814969,0.4920509871364177,True,0.1706089429328274,True,1.0632890655359013
6465,ep000024,866,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.5379916774316194,0.3677013136842853,1.170290363747334,0.7609211291062831,473.58875164401024,0.2923498169664817,False,0.21563310990881038,True,1.0624738087929289
6277,ep000024,678,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5546946695544623,0.4075376247454476,1.1471570448090147,0.7378664552427918,699.9592213210202,0.289595149607383,True,0.1706089429328274,True,1.061852573342601
6277,ep000024,678,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5546946695544623,0.4075376247454476,1.1471570448090147,0.7378664552427918,699.9592213210202,0.289595149607383,False,0.1706089429328274,True,1.061852573342601
4940,ep000020,83,b'Slide the black lid off',b'Slide the black lid off',750,8,5,1.3113897968554014,0.1525921771870361,1.1587976196683651,0.883640868982709,1414.3979110979556,0.4339837213192285,False,0.19795347132195812,True,1.0598208840073862
4940,ep000020,83,b'Slide the black lid off',b'Slide the black lid off',750,8,6,1.3113897968554014,0.1480686560632811,1.1633211407921202,0.8870902790167067,1169.0670419530763,0.3940763907073909,False,0.21563310990881038,True,1.055504585837715
4149,ep000016,90,b'',b'',750,8,6,1.6005003541516505,0.4437699193963503,1.1567304347553002,0.7227305084655407,387.8620004837674,0.3453357271954801,False,0.21563310990881038,True,1.048913879800895
6465,ep000024,866,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.5379916774316194,0.3904048315369208,1.1475868458946985,0.7461593341071387,547.4779838314431,0.2949580067545302,False,0.19795347132195812,True,1.0486101102337195
4291,ep000017,59,b'',b'',750,8,6,1.635577716792745,0.4805362314002231,1.155041485392522,0.7061978611798885,357.6632973659423,0.2529713359420072,False,0.21563310990881038,True,1.0472249304381167
5951,ep000024,352,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.570056175410692,0.4188205056522839,1.151235669758408,0.7332448913538206,409.0149965156485,0.2324405984697239,False,0.21563310990881038,True,1.0434191148040028
4146,ep000016,87,b'',b'',750,8,6,1.5208939745760277,0.37438469262619,1.1465092819498377,0.7538390585507083,455.6825760087219,0.3529826175023663,False,0.21563310990881038,True,1.0386927269954325
4142,ep000016,83,b'',b'',750,8,6,1.4734811568039765,0.3330593720058588,1.1404217847981175,0.7739642814786487,509.5030371190841,0.298670013103012,False,0.21563310990881038,True,1.0326052298437123
4626,ep000018,130,b'',b'',750,8,6,1.7691500475289204,0.6291285658916259,1.1400214816372944,0.6443893683464734,269.6351837516958,0.2429858790645331,False,0.21563310990881038,True,1.0322049266828892
4149,ep000016,90,b'',b'',750,8,5,1.6005003541516505,0.473105157971081,1.1273951961805695,0.7044017161609116,443.8280829342937,0.3561827700790217,False,0.19795347132195812,True,1.0284184605195905
6465,ep000024,866,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5379916774316194,0.4290549617145741,1.108936715717045,0.7210290744673745,642.704597890382,0.3205886531291125,False,0.1706089429328274,True,1.0236322442506314
6465,ep000024,866,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.5379916774316194,0.4290549617145741,1.108936715717045,0.7210290744673745,642.704597890382,0.3205886531291125,True,0.1706089429328274,True,1.0236322442506314
4401,ep000017,169,b'',b'',750,8,6,1.369275224983759,0.2408191863769909,1.128456038606768,0.8241265291425636,697.2627931805457,0.2993519277318476,False,0.21563310990881038,True,1.0206394836523627
6281,ep000024,682,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.3280913695255436,0.2129662946273408,1.115125074898203,0.839644847098568,975.2343466519918,0.2643735408998868,False,0.19795347132195812,True,1.016148339237224
4677,ep000018,181,b'',b'',750,8,5,1.4727299101235671,0.3582778145803365,1.1144520955432309,0.7567253763792469,579.345676310036,0.255110566318637,False,0.19795347132195812,True,1.015475359882252
4401,ep000017,169,b'',b'',750,8,5,1.369275224983759,0.2576191255353016,1.1116560994484574,0.8118573090093285,803.6901301177021,0.3426668357271261,False,0.19795347132195812,True,1.0126793637874785
4402,ep000017,170,b'',b'',750,8,6,1.3252688976491056,0.2082249709443009,1.117043926704805,0.8428809645245043,798.2526569214258,0.3046561846123105,False,0.21563310990881038,True,1.0092273717503997
4941,ep000020,84,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.2120588884215964,0.118406243924329,1.0936526444972674,0.9023098258216452,2296.795748137414,0.6051749820126144,True,0.1706089429328274,True,1.0083481730308537
4941,ep000020,84,b'Slide the black lid off',b'Slide the black lid off',750,8,4,1.2120588884215964,0.118406243924329,1.0936526444972674,0.9023098258216452,2296.795748137414,0.6051749820126144,False,0.1706089429328274,True,1.0083481730308537
4148,ep000016,89,b'',b'',750,8,5,1.5580591105537098,0.4553618741597494,1.1026972363939604,0.7077377417356644,451.02010496013753,0.3616442928063459,False,0.19795347132195812,True,1.0037205007329815
5951,ep000024,352,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.570056175410692,0.4688024448433913,1.1012537305673005,0.7014104003503168,437.51586531652686,0.2442325560290854,False,0.19795347132195812,True,1.0022769949063215
4145,ep000016,86,b'',b'',750,8,6,1.4051748108531832,0.2952737812232906,1.1099010296298926,0.7898668699846615,559.3225125668592,0.2822063880106077,False,0.21563310990881038,True,1.0020844746754873
4941,ep000020,84,b'Slide the black lid off',b'Slide the black lid off',750,8,5,1.2120588884215964,0.1162923781872555,1.0957665102343408,0.904053854727556,1754.9431502941934,0.5654694412608829,False,0.19795347132195812,True,0.9967897745733617
4146,ep000016,87,b'',b'',750,8,5,1.5208939745760277,0.4254731348089369,1.0954208397670908,0.7202479976110472,479.5182461948836,0.3389928088597254,False,0.19795347132195812,True,0.9964441041061117
6276,ep000024,677,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.4432704104714755,0.3392809349141198,1.1039894755573556,0.7649221293165108,484.1817416133805,0.1935441750884527,False,0.21563310990881038,True,0.9961729206029504
4145,ep000016,86,b'',b'',750,8,5,1.4051748108531832,0.3124283366583381,1.0927464741948452,0.7776587409301479,651.4262854504054,0.3937395782973307,False,0.19795347132195812,True,0.9937697385338661
4291,ep000017,59,b'',b'',750,8,5,1.635577716792745,0.5439551503602698,1.0916225664324752,0.6674232323078305,373.77107811809503,0.2684874223654511,False,0.19795347132195812,True,0.9926458307714962
4149,ep000016,90,b'',b'',750,8,4,1.6005003541516505,0.5246284625117169,1.0758718916399337,0.6722097179479867,509.9484609996517,0.369362653088327,True,0.1706089429328274,True,0.99056742017352
4149,ep000016,90,b'',b'',750,8,4,1.6005003541516505,0.5246284625117169,1.0758718916399337,0.6722097179479867,509.9484609996517,0.369362653088327,False,0.1706089429328274,True,0.99056742017352
6281,ep000024,682,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.3280913695255436,0.2300951247723831,1.0979962447531606,0.826747518994432,710.0621596432886,0.1897067502903808,False,0.21563310990881038,True,0.9901796897987554
5953,ep000024,354,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.5704180135776882,0.4813778836832162,1.089040129894472,0.6934714964288057,421.36070448621945,0.2201109732815974,False,0.19795347132195812,True,0.990063394233493
4677,ep000018,181,b'',b'',750,8,4,1.4727299101235671,0.3976649050737572,1.0750650050498098,0.7299811035681405,672.2565352004991,0.3601151939631507,True,0.1706089429328274,True,0.9897605335833961
4677,ep000018,181,b'',b'',750,8,4,1.4727299101235671,0.3976649050737572,1.0750650050498098,0.7299811035681405,672.2565352004991,0.3601151939631507,False,0.1706089429328274,True,0.9897605335833961
4401,ep000017,169,b'',b'',750,8,4,1.369275224983759,0.2944307694472542,1.0748444555365049,0.7849732733967004,907.7787231449406,0.4122636560456882,False,0.1706089429328274,True,0.9895399840700911
4401,ep000017,169,b'',b'',750,8,4,1.369275224983759,0.2944307694472542,1.0748444555365049,0.7849732733967004,907.7787231449406,0.4122636560456882,True,0.1706089429328274,True,0.9895399840700911
4144,ep000016,85,b'',b'',750,8,6,1.4390007264569225,0.342494988435851,1.0965057380210714,0.7619910941399348,476.3866898101931,0.2485954370847147,False,0.21563310990881038,True,0.9886891830666662
6281,ep000024,682,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.3280913695255436,0.2542071926200341,1.0738841769055094,0.8085920905345173,1050.478532510746,0.3082950010146783,True,0.1706089429328274,True,0.9885797054390957
6281,ep000024,682,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,4,1.3280913695255436,0.2542071926200341,1.0738841769055094,0.8085920905345173,1050.478532510746,0.3082950010146783,False,0.1706089429328274,True,0.9885797054390957
4622,ep000018,126,b'',b'',750,8,6,1.686801051357107,0.5914811159525565,1.0953199354045506,0.6493474346149575,275.55166512073447,0.2556543199969636,False,0.21563310990881038,True,0.9875033804501454
4144,ep000016,85,b'',b'',750,8,5,1.4390007264569225,0.3527327394154383,1.0862679870414842,0.7548766078222007,573.5714040090645,0.3000401172101193,False,0.19795347132195812,True,0.9872912513805051
4287,ep000017,55,b'',b'',750,8,5,1.4631985974690598,0.3794420513199905,1.0837565461490692,0.7406763155894741,531.9643830146823,0.3650973403580132,False,0.19795347132195812,True,0.9847798104880902
2027,ep000009,85,b'',b'',750,8,6,1.7350152329557176,0.6435976971440417,1.0914175358116758,0.6290535754849662,252.33609450350545,0.2128228613267729,False,0.21563310990881038,True,0.9836009808572705
5950,ep000024,351,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.4812021407396787,0.3913658545343815,1.0898362862052973,0.735778227852856,414.36328056846816,0.2220620227207999,False,0.21563310990881038,True,0.982019731250892
5948,ep000024,349,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,6,1.4833939920996893,0.3969402197705999,1.0864537723290892,0.7324107945126933,407.2762427954458,0.2872748724909277,False,0.21563310990881038,True,0.978637217374684
6276,ep000024,677,b'Put the tissues in the rubbish bin.',b'Put the tissues in the rubbish bin.',750,8,5,1.4432704104714755,0.3657225372772554,1.07754787319422,0.7466015137400452,548.7583370621682,0.2660237047092086,False,0.19795347132195812,True,0.978571137533241
4402,ep000017,170,b'',b'',750,8,4,1.3252688976491056,0.2626513104509957,1.0626175871981098,0.801812816314551,1006.0394250316532,0.3886476819114012,False,0.1706089429328274,True,0.9773131157316961
